customer_id,recency,frequency,monetary,cluster
90528,14,22,17112663.0,1
80943,231,1,414170.0,0
96423,13,126,80124766.0,4
48739,56,113,67019586.0,4
52123,33,103,62018683.0,4
14758,23,13,8907572.0,0
72959,27,40,20336487.0,1
61421,58,10,8616632.0,0
2895,67,9,2802862.0,0
63814,51,7,6684102.0,0
82770,74,14,5016852.0,0
80429,285,8,5515262.0,0
7079,38,6,1584646.0,0
39660,9,97,45910874.0,4
60647,2,48,22281968.0,1
81225,223,2,530816.0,0
84306,30,25,13635039.0,1
92676,12,22,7066202.0,0
593,15,67,33737197.0,4
28001,33,24,11102478.0,1
53172,107,3,2026732.0,0
16407,56,12,5075032.0,0
74420,1195,1,461858.0,3
57904,161,12,7025263.0,0
64825,541,1,228616.0,0
29075,25,11,4028346.0,0
92699,77,18,15318278.0,1
87317,71,12,4830913.0,0
92108,9,57,30951190.0,1
77768,55,19,6313221.0,0
1488,24,26,20686469.0,1
70759,71,5,2116630.0,0
69927,80,13,6360802.0,0
4615,108,3,1119381.0,0
8702,84,8,4121457.0,0
99573,34,50,33456575.0,1
41687,7,77,47783977.0,4
21175,158,5,2111213.0,0
19839,7,30,15907776.0,1
77221,16,36,19379442.0,1
8120,0,24,14621331.0,1
2845,1,10,3838352.0,0
76961,0,72,46359913.0,4
81432,34,47,37192040.0,1
66562,11,11,5042443.0,0
39439,125,4,1878274.0,0
59003,8,25,13168472.0,1
5470,26,6,6685776.0,0
121,1,43,17301827.0,1
56587,186,10,4488730.0,0
27876,71,15,7414074.0,0
44614,307,6,2001763.0,0
35739,508,2,340961.0,0
78961,3,9,2451205.0,0
58088,50,38,22056871.0,1
66972,55,12,9978401.0,0
83555,4,6,1758203.0,0
21813,80,9,2875499.0,0
41673,19,17,15687450.0,1
41422,29,18,4292516.0,0
84938,89,3,656515.0,0
32523,46,18,14307391.0,1
96958,295,5,5925736.0,0
4745,19,34,12610790.0,1
42050,35,9,9710285.0,0
81006,76,8,6064402.0,0
45056,1061,2,350438.0,3
41942,56,11,6064207.0,0
67202,254,5,2342697.0,0
94353,484,2,953567.0,0
97436,246,8,4355977.0,0
55495,514,3,948876.0,0
71710,1386,1,504231.0,3
53671,498,1,444243.0,0
16773,304,2,628834.0,0
92131,874,1,1249332.0,3
70298,489,2,1114964.0,0
59779,261,3,930682.0,0
4225,82,11,3631526.0,0
23183,81,4,1967253.0,0
40155,21,16,7881062.0,0
51141,1471,1,1964582.0,3
65528,107,10,2963508.0,0
96750,133,8,4218213.0,0
24534,137,4,1073509.0,0
57673,43,5,1564183.0,0
22423,308,3,595512.0,0
16525,34,5,3204012.0,0
897,41,4,978276.0,0
66346,59,5,5771805.0,0
73047,747,2,573998.0,0
34260,1497,1,134765.0,3
97911,147,2,650662.0,0
46255,43,6,6240351.0,0
45633,1711,1,144077.0,3
41190,469,4,6969029.0,0
37479,403,3,704404.0,0
61604,402,3,1063336.0,0
83742,83,2,518590.0,0
52231,40,5,1406588.0,0
77532,192,1,200297.0,0
70753,707,3,1074381.0,0
83248,262,2,1053075.0,0
88812,31,3,851560.0,0
12681,125,4,2551893.0,0
64726,994,1,616567.0,3
91269,311,3,2308329.0,0
76660,7,3,1054584.0,0
89649,1,1,207456.0,0
61939,750,2,306815.0,0
37563,0,6,1563481.0,0
87058,4,6,4529118.0,0
59517,243,3,1607928.0,0
34128,0,8,3718478.0,0
16743,223,2,559802.0,0
19196,425,1,533759.0,0
55038,201,3,1940626.0,0
91883,76,3,386334.0,0
18815,44,10,13624790.0,0
93321,501,2,415058.0,0
49649,334,3,771761.0,0
74933,108,5,1682212.0,0
71099,33,10,7671560.0,0
67507,42,17,8806675.0,0
23970,360,6,2308003.0,0
50919,118,8,4512854.0,0
45632,128,6,1945017.0,0
76507,64,10,4429584.0,0
18362,36,17,7665951.0,0
66447,70,10,4070330.0,0
26859,30,10,6568070.0,0
74283,136,6,1874750.0,0
99146,109,5,2929959.0,0
7485,268,2,488970.0,0
6245,671,1,1184531.0,0
117,31,8,2446667.0,0
49513,220,4,2006266.0,0
46209,113,8,3584926.0,0
85198,17,18,10196391.0,0
70546,12,3,1249500.0,0
28264,266,6,8061270.0,0
21365,115,8,4383644.0,0
94748,49,3,975407.0,0
65115,31,17,6291248.0,0
89659,31,17,8792873.0,0
70725,10,10,3475393.0,0
49322,539,1,101359.0,0
47420,117,3,598624.0,0
84901,208,3,661984.0,0
62057,434,2,736199.0,0
92187,253,2,2199916.0,0
16058,147,9,5042821.0,0
63922,891,2,1106538.0,3
6248,99,7,2606469.0,0
50692,97,3,855940.0,0
3171,31,9,4228483.0,0
5713,335,4,987454.0,0
59318,833,1,553703.0,3
97735,16,3,751157.0,0
56642,405,5,2154954.0,0
37194,363,5,1467776.0,0
38300,60,2,533745.0,0
74170,231,2,476977.0,0
49131,87,3,680404.0,0
75598,69,2,2156309.0,0
2509,381,3,767438.0,0
67668,223,5,1596367.0,0
98837,1702,1,314812.0,3
1721,97,1,837814.0,0
42097,1,1,166607.0,0
63665,1,1,170088.0,0
76776,93,10,4713302.0,0
77617,74,2,512050.0,0
78984,1829,1,287054.0,3
68519,250,3,1402942.0,0
58420,548,1,1988053.0,0
9557,184,8,2392542.0,0
5416,15,11,3881256.0,0
74613,201,8,2113265.0,0
9230,228,2,433087.0,0
93643,480,1,139080.0,0
60946,612,1,269449.0,0
32611,10,4,1777097.0,0
33011,19,3,1835872.0,0
60413,31,5,2843059.0,0
29333,253,2,345423.0,0
72411,3,3,1096343.0,0
26061,982,2,485960.0,3
43343,470,1,368683.0,0
6676,1071,1,497798.0,3
15561,183,3,2196812.0,0
59273,137,2,476569.0,0
24590,490,1,662786.0,0
35800,60,5,1532191.0,0
13659,1597,1,106561.0,3
17976,99,1,317568.0,0
7690,952,1,284866.0,3
87519,25,4,842997.0,0
60957,577,1,181322.0,0
14227,237,1,328415.0,0
1315,120,12,6741716.0,0
35662,568,1,753310.0,0
41171,375,1,297275.0,0
44859,593,2,782429.0,0
25840,372,3,662490.0,0
37946,1051,2,2639513.0,3
83428,2091,1,1874568.0,3
47705,758,1,315210.0,0
45217,1370,1,244674.0,3
30245,137,1,147897.0,0
43878,75,1,150265.0,0
4630,262,7,2793943.0,0
80588,155,12,5956782.0,0
18383,22,43,23381912.0,1
48943,57,49,27219050.0,1
49886,917,2,1097691.0,3
8351,75,18,5095041.0,0
64310,49,72,39444809.0,4
95018,50,26,13681119.0,1
16737,31,55,26689572.0,1
82321,101,18,5505781.0,0
32988,182,10,3205796.0,0
62228,251,3,631003.0,0
36722,124,6,2596810.0,0
18077,0,37,18663215.0,1
25075,121,6,2455880.0,0
22890,39,25,8545323.0,1
9525,50,7,4099377.0,0
23807,49,85,41821144.0,4
61083,551,2,732167.0,0
20761,49,33,18229860.0,1
88210,556,2,1262346.0,0
93249,6,70,37119144.0,4
42249,1111,1,252655.0,3
46362,4,39,14494280.0,1
46421,8,26,19710658.0,1
62462,12,112,55311035.0,4
55516,20,33,13381975.0,1
73284,60,178,111262983.0,2
22320,59,106,51765906.0,4
3747,47,116,66493348.0,4
25448,180,10,6875548.0,0
65737,334,5,1263971.0,0
91961,300,6,3184819.0,0
92012,58,87,44313976.0,4
90787,74,15,14627108.0,1
97869,4,21,10925090.0,1
87386,6,29,21134138.0,1
64208,371,2,719893.0,0
33804,71,26,8648648.0,1
75587,21,146,69686520.0,4
81256,76,5,1617442.0,0
4197,41,64,27550673.0,1
61203,290,5,2558971.0,0
3188,10,46,29538138.0,1
83706,40,9,5160963.0,0
57809,3,44,25929180.0,1
46781,13,31,14276827.0,1
54771,1091,1,591470.0,3
45399,499,2,721486.0,0
32466,39,27,14360214.0,1
58824,141,9,4530211.0,0
55348,32,28,12583615.0,1
35743,29,32,12317135.0,1
96651,153,9,5471149.0,0
20134,272,4,1335725.0,0
33611,155,7,5894276.0,0
45225,45,82,39214533.0,4
94708,71,12,12576906.0,0
722,294,6,2876876.0,0
74961,126,5,2270926.0,0
99816,336,3,798880.0,0
94186,50,19,8993128.0,0
22580,1,102,55226779.0,4
39470,20,75,32576680.0,4
63163,7,42,29429665.0,1
15497,258,12,3636630.0,0
41654,40,62,26658861.0,1
46524,146,12,9408807.0,0
78705,1068,2,1143695.0,3
63702,9,73,34662477.0,4
52736,82,14,4956910.0,0
70266,392,3,998260.0,0
12621,55,38,24951848.0,1
59978,158,11,3851356.0,0
89120,75,59,36619570.0,4
39344,234,8,5095429.0,0
24879,10,52,25108605.0,1
65395,54,27,13588902.0,1
9836,54,92,38405936.0,4
30345,359,4,1326369.0,0
2627,54,11,11065763.0,0
33311,16,42,24173645.0,1
17102,138,8,11219209.0,0
88349,628,2,425459.0,0
71039,68,15,7931660.0,0
25125,49,55,37230812.0,1
32830,97,15,5196519.0,0
88105,83,15,9292609.0,0
12616,21,28,16317307.0,1
80106,82,21,13562168.0,1
67875,7,43,23994233.0,1
55969,7,26,13304667.0,1
11004,233,7,1893564.0,0
73855,4,56,26502022.0,1
37256,101,14,6942281.0,0
65279,138,9,2471926.0,0
33889,90,12,13053780.0,0
16344,28,36,24774785.0,1
92832,135,7,1784654.0,0
20381,153,8,2749257.0,0
28581,104,9,3258911.0,0
63284,135,4,1567518.0,0
15769,137,4,951102.0,0
20120,107,5,1819202.0,0
27018,153,7,3848269.0,0
10640,17,16,7546179.0,0
74969,73,18,11613966.0,1
12729,82,12,6955570.0,0
53802,49,18,6585446.0,0
92744,28,84,46554015.0,4
61863,53,14,6415637.0,0
92285,118,15,4867454.0,0
31811,446,4,1716175.0,0
16791,82,8,9391906.0,0
32634,84,141,80482407.0,4
84051,41,24,11776067.0,1
51081,5,75,34315881.0,4
89081,78,19,11169326.0,1
96686,899,2,599688.0,3
3213,45,11,11173502.0,0
17881,38,16,6320782.0,0
58375,4,47,25064995.0,1
44893,135,22,6015410.0,0
15965,11,33,16514295.0,1
12304,2161,1,1304200.0,3
35375,36,25,9984298.0,1
30061,54,19,16809444.0,1
77218,61,31,19333927.0,1
92401,44,28,11800378.0,1
73270,110,16,8366068.0,0
82391,53,61,28619366.0,1
22859,59,9,5263864.0,0
78668,47,149,59700508.0,4
74258,741,2,1531246.0,0
55892,77,15,9076438.0,0
82952,6,56,29253033.0,1
25293,148,13,4157653.0,0
69999,125,10,3460657.0,0
25010,83,4,2654173.0,0
24939,174,4,1421233.0,0
84447,283,3,3538456.0,0
90622,135,5,2158605.0,0
25286,27,42,34366375.0,1
50305,224,3,757045.0,0
97331,497,3,3343337.0,0
9869,83,20,6027185.0,0
9239,52,45,28618581.0,1
39525,370,4,1521739.0,0
82776,188,4,1346436.0,0
41153,91,7,6180502.0,0
41621,64,3,1658975.0,0
92952,519,4,1167408.0,0
76366,182,5,2734636.0,0
20384,182,2,398299.0,0
74018,59,6,4044693.0,0
86537,123,3,772728.0,0
30635,375,2,1215781.0,0
23557,104,16,9742616.0,0
66151,223,3,1879020.0,0
64938,616,3,1730642.0,0
1981,494,5,1146340.0,0
81551,640,2,623538.0,0
51512,245,8,4436534.0,0
10100,416,3,1034193.0,0
99567,795,2,1661934.0,3
46958,192,8,2715388.0,0
19424,465,3,1780613.0,0
31147,200,7,2147399.0,0
82860,175,8,3312330.0,0
33941,1007,1,217702.0,3
104,62,16,4398240.0,0
90090,540,3,5288228.0,0
37077,93,4,2199339.0,0
11965,82,10,4556135.0,0
32753,965,2,6950745.0,3
66011,475,4,1538457.0,0
72301,62,15,6402783.0,0
39867,617,1,350107.0,0
22115,237,3,1212415.0,0
18005,1728,1,276018.0,3
94488,398,3,1651918.0,0
68743,685,1,363762.0,0
97433,283,1,350470.0,0
75916,423,3,762729.0,0
91345,105,5,1287680.0,0
88211,432,5,1111909.0,0
47788,493,3,1817885.0,0
31445,181,4,1227507.0,0
46583,558,2,1495549.0,0
10736,1812,1,184463.0,3
49991,245,3,1266706.0,0
65317,679,3,581506.0,0
10505,408,5,1403264.0,0
27950,1271,1,166922.0,3
85997,987,2,487876.0,3
27227,641,2,1617213.0,0
46412,108,6,2389213.0,0
28529,137,4,1458025.0,0
72643,289,4,858062.0,0
93853,471,3,2355795.0,0
70249,119,6,3472313.0,0
2863,705,1,192772.0,0
62192,1554,1,314969.0,3
69184,330,1,208299.0,0
33244,1042,1,283065.0,3
98880,279,4,1540978.0,0
12455,1835,1,102973.0,3
91439,1094,1,1375642.0,3
56441,591,3,1908149.0,0
68867,1393,1,526430.0,3
99586,390,1,96159.0,0
54734,410,4,922817.0,0
21082,813,2,699056.0,3
86460,219,3,1672839.0,0
58021,95,9,3055692.0,0
73078,169,4,1816225.0,0
48371,19,14,5641130.0,0
75625,470,3,1019225.0,0
22342,360,4,1562457.0,0
21900,42,36,15636666.0,1
50111,209,5,2644955.0,0
11476,1057,1,181752.0,3
78046,24,19,9630776.0,0
31532,18,14,6216735.0,0
73924,26,12,8114781.0,0
44553,37,9,2580971.0,0
87051,267,4,982049.0,0
18904,115,18,7505293.0,0
98393,80,17,7327675.0,0
77276,8,99,70221712.0,4
73261,129,5,1794608.0,0
71207,7,78,34023139.0,4
99550,53,51,31659527.0,1
27938,31,91,38260743.0,4
23453,111,17,6267335.0,0
71389,2,171,87364604.0,2
53592,97,9,4851736.0,0
5777,94,24,12822123.0,1
73565,136,5,1315612.0,0
19607,85,8,4622000.0,0
52798,20,19,8937141.0,0
7600,195,8,2621712.0,0
40585,21,70,34152841.0,4
18907,134,6,5403782.0,0
84247,49,77,45133040.0,4
92613,59,33,24211009.0,1
22089,192,7,3212519.0,0
90987,9,24,10514639.0,1
96777,1,30,14001297.0,1
85975,22,7,3803292.0,0
12752,9,44,19114703.0,1
91042,828,2,3421419.0,3
50464,34,14,7041864.0,0
97524,707,1,216981.0,0
16447,56,27,14883335.0,1
47846,89,11,5528420.0,0
20557,9,22,11701553.0,1
39279,20,12,8452217.0,0
19127,17,11,5155218.0,0
22241,1,30,14187244.0,1
2032,41,4,1326599.0,0
71491,32,5,1169949.0,0
67282,42,4,4060223.0,0
14665,2066,1,882837.0,3
95518,139,6,7031352.0,0
39741,670,2,725430.0,0
54860,30,33,20686220.0,1
46254,38,23,6451436.0,0
76810,67,19,5651284.0,0
2054,86,4,1968865.0,0
74624,56,6,6387082.0,0
17732,479,4,2041950.0,0
44850,53,28,22878550.0,1
72031,21,18,10526735.0,1
30506,82,6,9225539.0,0
3329,22,10,4319225.0,0
9740,93,4,1524044.0,0
51804,108,6,2812002.0,0
3800,56,15,7565753.0,0
75419,36,13,9086924.0,0
66416,159,13,6012800.0,0
28313,72,38,18206106.0,1
87762,194,11,4757747.0,0
82480,48,14,6811855.0,0
34529,132,7,4657181.0,0
70331,158,13,7156525.0,0
77395,23,20,7527059.0,0
73152,1533,1,1098713.0,3
54424,0,99,38242061.0,4
40178,207,6,2527891.0,0
38874,25,14,6044737.0,0
49126,187,8,6766370.0,0
80751,9,30,12885325.0,1
72097,119,4,1559609.0,0
12943,3,6,2409824.0,0
96139,9,3,738283.0,0
84026,11,20,7125583.0,0
8594,20,41,29585049.0,1
83548,29,10,2178704.0,0
76002,11,39,21467933.0,1
95330,12,24,16444133.0,1
80867,32,14,5299799.0,0
41196,70,24,11945424.0,1
71730,35,7,3152953.0,0
85036,25,9,3687970.0,0
72825,12,37,21039575.0,1
91315,21,5,1978058.0,0
22246,35,4,1886859.0,0
7487,37,3,1109725.0,0
945,25,53,35342577.0,1
20377,46,3,826015.0,0
82955,2,3,746310.0,0
51868,3,25,12238966.0,1
65773,16,7,2697595.0,0
56770,66,3,1354266.0,0
1785,638,3,772914.0,0
3591,14,34,12653156.0,1
62857,31,5,1398098.0,0
39930,20,9,7101895.0,0
92445,90,29,10502403.0,1
55325,132,5,1326636.0,0
51600,62,8,2070126.0,0
65665,7,6,1839984.0,0
75308,55,7,7490423.0,0
95510,23,31,11999190.0,1
71499,130,4,3002439.0,0
3124,16,20,11863594.0,1
86108,84,2,1792165.0,0
16733,6,41,30679183.0,1
30137,132,12,4649546.0,0
27376,206,2,608190.0,0
93072,70,17,7431823.0,0
75243,117,1,171014.0,0
102,4,3,861715.0,0
10942,37,12,6378544.0,0
36148,13,11,2801371.0,0
34562,3,34,22215391.0,1
30794,15,28,19293214.0,1
6341,130,10,5317106.0,0
6173,55,19,13033210.0,1
33848,108,14,6130213.0,0
76115,88,9,9418013.0,0
35819,39,22,9027463.0,1
72412,21,1,345317.0,0
84979,342,6,2161913.0,0
19947,57,18,12967088.0,1
86457,11,27,17763074.0,1
971,871,2,289770.0,3
61892,0,6,1393972.0,0
55040,0,6,2277958.0,0
41972,1,20,12345853.0,1
978,1,120,63095038.0,4
47366,29,47,23576741.0,1
79379,729,1,207239.0,0
64565,94,15,5415768.0,0
21475,1,11,3800350.0,0
88424,14,3,1390427.0,0
19215,6,109,54964560.0,4
2202,327,4,3625594.0,0
24904,104,7,2351863.0,0
31029,29,23,10721937.0,1
55901,196,5,1058710.0,0
29529,1021,1,29809.0,3
52818,36,17,6788133.0,0
39996,176,8,6558093.0,0
98214,60,22,12969129.0,1
74076,14,33,18636390.0,1
43032,71,21,10067584.0,1
56623,101,9,3683457.0,0
85812,11,39,14025420.0,1
24769,334,1,1872995.0,0
95768,637,2,553945.0,0
74501,114,8,2670696.0,0
79062,42,66,22255516.0,1
79900,68,10,2673171.0,0
94151,19,40,20598411.0,1
43021,30,43,20834611.0,1
24283,50,17,10163927.0,0
1952,229,5,4099094.0,0
1459,13,11,3713787.0,0
90301,9,58,22174679.0,1
55366,30,18,10059375.0,0
18544,36,11,3083914.0,0
62868,14,32,11859146.0,1
24650,44,29,14485798.0,1
87653,41,5,3548777.0,0
70267,1458,1,538494.0,3
22649,6,23,7966240.0,1
70916,19,20,7974315.0,0
62213,31,64,49028159.0,4
59476,178,6,1780085.0,0
11510,157,8,4272747.0,0
35199,30,29,14181850.0,1
29718,17,13,4968675.0,0
28765,224,1,113305.0,0
18253,23,71,44131248.0,4
20758,44,16,9511835.0,0
76026,73,8,4134771.0,0
91257,3,39,21099047.0,1
87877,32,31,13416263.0,1
83094,30,10,4391104.0,0
43735,107,16,5332667.0,0
56170,102,17,5053805.0,0
41256,73,8,3170690.0,0
62677,16,4,3095212.0,0
30255,896,1,152799.0,3
76837,7,10,5782414.0,0
28749,59,8,1873667.0,0
19459,5,15,20842785.0,1
90450,295,2,470240.0,0
16852,93,2,905435.0,0
60266,459,2,2148490.0,0
27062,371,2,1679653.0,0
30404,79,4,1446340.0,0
25511,46,23,10142712.0,1
66089,47,5,3542416.0,0
98361,175,5,3112345.0,0
80821,53,9,7458968.0,0
1629,29,10,5002927.0,0
93264,99,15,14554703.0,1
50657,62,16,8518565.0,0
37174,197,4,1804935.0,0
38869,417,2,483629.0,0
99452,44,10,3321573.0,0
33452,783,1,225922.0,3
36536,114,3,3404499.0,0
73685,504,1,416665.0,0
53078,110,6,1350536.0,0
1351,44,4,3075965.0,0
66195,525,1,229827.0,0
63424,14,14,11377138.0,0
88373,205,4,3641340.0,0
93975,9,12,8258459.0,0
32436,35,8,4959281.0,0
69541,113,1,444336.0,0
79500,42,8,3551353.0,0
87388,106,3,1045498.0,0
82892,80,6,3367432.0,0
62128,14,2,1048417.0,0
9435,75,4,877179.0,0
62129,16,11,2242928.0,0
64049,13,17,8799646.0,0
98504,53,2,1714965.0,0
49908,20,23,10505823.0,1
63794,28,6,3556798.0,0
96796,26,4,2831655.0,0
49752,33,3,2531248.0,0
27397,127,9,2536091.0,0
9397,202,4,1543512.0,0
88871,25,2,973105.0,0
73760,195,3,989865.0,0
51094,328,1,92175.0,0
71832,477,4,1655810.0,0
41460,292,4,3335004.0,0
38114,578,3,1127118.0,0
96028,57,3,2432533.0,0
93179,620,3,1318754.0,0
36621,385,2,523725.0,0
15865,54,13,5321716.0,0
30401,18,10,4728029.0,0
87340,440,2,293585.0,0
13255,1264,1,288430.0,3
45804,261,5,1349385.0,0
78921,14,3,1087666.0,0
38433,112,11,5140667.0,0
50860,1130,1,205230.0,3
32422,1457,2,431573.0,3
25019,737,3,1453667.0,0
89084,358,3,3266788.0,0
14126,1645,1,177468.0,3
74491,490,2,3097904.0,0
13362,62,5,4334111.0,0
31913,22,4,1655184.0,0
60401,167,3,1088678.0,0
98500,279,1,538266.0,0
14335,80,4,1589044.0,0
83792,158,2,1771735.0,0
44047,24,3,2104503.0,0
15540,427,2,885315.0,0
14138,62,2,1874899.0,0
36718,266,5,2787344.0,0
32687,745,2,3712459.0,0
69163,23,4,1890149.0,0
19996,792,1,132948.0,3
99078,212,9,3343767.0,0
85584,181,5,4514031.0,0
62300,156,5,1611668.0,0
9306,555,6,3512506.0,0
52694,194,9,4336189.0,0
45417,57,4,1037211.0,0
6091,754,1,678191.0,0
85668,223,1,151581.0,0
64818,163,2,233707.0,0
69205,153,8,6479947.0,0
37924,726,2,537835.0,0
8399,1233,1,211580.0,3
34526,900,1,464746.0,3
9244,625,3,1010628.0,0
65102,12,4,1623172.0,0
30237,2145,1,1958012.0,3
24456,178,2,1337127.0,0
63710,546,1,192787.0,0
97131,465,2,610676.0,0
1002,248,2,365756.0,0
42201,532,1,188612.0,0
79674,307,3,1669541.0,0
92257,978,1,1236362.0,3
28654,248,2,1013042.0,0
53023,253,2,3167091.0,0
12997,343,1,263245.0,0
27918,483,1,326341.0,0
69557,175,1,221433.0,0
91688,12,3,2271450.0,0
57866,134,1,231441.0,0
97216,61,2,261663.0,0
72192,476,2,1630063.0,0
45001,14,1,139985.0,0
98397,613,3,494361.0,0
74894,139,1,122325.0,0
86855,756,1,73045.0,0
57369,25,2,648004.0,0
41333,323,2,942691.0,0
60973,2209,1,185196.0,3
26405,787,1,446232.0,3
58267,189,5,2496001.0,0
74839,649,1,108963.0,0
49932,440,1,2534034.0,0
51150,290,3,246996.0,0
79013,207,1,509766.0,0
18961,105,21,7507166.0,0
39520,53,24,11245312.0,1
82110,36,111,82643546.0,4
29482,28,62,26067395.0,1
91678,53,21,13382135.0,1
92078,183,6,2841548.0,0
8734,211,9,5835874.0,0
23073,734,2,2033202.0,0
47254,104,5,3226138.0,0
84504,84,9,6496650.0,0
41364,5,69,36255365.0,4
43253,7,45,21986895.0,1
41085,371,2,391917.0,0
49426,53,44,24478006.0,1
35815,175,11,15126651.0,0
46349,46,29,13639381.0,1
81582,10,144,78947984.0,4
36261,2156,1,372455.0,3
95741,2,58,23642218.0,1
90580,21,96,43533775.0,4
49104,56,20,9964087.0,1
49863,183,8,6705957.0,0
98925,14,36,17799996.0,1
11036,144,5,2558259.0,0
49987,6,56,22228567.0,1
25304,1,86,46405547.0,4
66177,71,16,7999279.0,0
22193,158,7,6034063.0,0
89286,62,31,18940245.0,1
61002,88,19,7385415.0,0
70627,7,66,36986031.0,4
46018,4,119,53662433.0,4
66713,373,2,816831.0,0
41062,22,22,9632746.0,1
63670,124,6,8361043.0,0
24045,22,64,29414594.0,1
7543,727,1,204668.0,0
83272,13,346,186200597.0,2
35627,0,352,171156042.0,2
93505,102,9,3351498.0,0
37636,1,178,101101348.0,2
87160,21,57,30613812.0,1
64359,0,29,12825856.0,1
86026,75,5,2348704.0,0
1622,75,26,11387913.0,1
75562,149,5,1894309.0,0
1933,536,4,1784994.0,0
82990,78,5,4380411.0,0
9058,208,7,2431097.0,0
24822,10,33,20928641.0,1
54449,0,38,16174063.0,1
92664,4,59,25787471.0,1
61885,34,16,15075933.0,1
77024,69,9,3322389.0,0
8451,33,22,13531690.0,1
90567,0,89,43605298.0,4
7530,35,27,12512276.0,1
21486,58,6,5497447.0,0
84694,0,136,75892691.0,4
57772,60,53,30525773.0,1
35581,72,12,6403461.0,0
36537,10,87,40632601.0,4
4963,43,25,14734003.0,1
60417,30,46,37977460.0,1
90531,34,134,69032143.0,4
94629,156,10,5547679.0,0
83763,75,20,17367619.0,1
29063,243,5,1207477.0,0
2923,18,37,18557300.0,1
30951,605,3,1953060.0,0
75016,71,22,19144702.0,1
46657,37,64,30591509.0,1
31318,87,10,4274460.0,0
36209,82,10,3260270.0,0
76179,607,2,914194.0,0
11612,29,57,31305800.0,1
84060,11,80,53631110.0,4
6504,169,9,3018415.0,0
11638,77,28,15828484.0,1
40165,45,78,41967980.0,4
72235,48,6,2278680.0,0
16179,81,9,10356302.0,0
90234,75,20,12940786.0,1
84904,10,41,15564303.0,1
29170,54,30,12883121.0,1
25821,40,41,22012087.0,1
61790,100,16,6661493.0,0
68840,45,23,13035822.0,1
24286,52,58,24131629.0,1
58121,48,8,3655208.0,0
70339,23,24,13057781.0,1
96286,201,7,1917159.0,0
67063,2,45,20066632.0,1
76657,40,17,10207043.0,0
61196,18,23,9116377.0,1
80214,50,95,46932049.0,4
78548,213,5,4105692.0,0
51161,70,15,9837895.0,0
65838,29,13,11084287.0,0
99693,69,28,20118012.0,1
10308,61,72,37510124.0,4
5205,417,2,664277.0,0
16606,68,17,5203363.0,0
86557,10,78,39936074.0,4
75567,654,3,850949.0,0
44507,189,10,6025726.0,0
45101,330,2,1077749.0,0
5566,52,13,5147895.0,0
60806,39,25,9923366.0,1
34614,63,35,19936951.0,1
5066,41,34,15065711.0,1
89015,268,6,2486784.0,0
22056,33,64,50283152.0,4
32518,407,4,1013815.0,0
81678,63,113,59092187.0,4
5811,151,11,2579710.0,0
25626,9,48,19797432.0,1
63197,62,36,17089159.0,1
64426,33,106,63879412.0,4
99104,86,25,10470303.0,1
34683,185,5,946860.0,0
82736,61,27,12554902.0,1
67697,115,22,8121474.0,0
76655,67,23,11823426.0,1
63257,1,57,27031019.0,1
79418,174,8,5184658.0,0
81822,124,6,4990593.0,0
72621,34,42,19136379.0,1
33731,26,35,32984926.0,1
92290,765,3,1133982.0,0
84024,7,29,15167473.0,1
53561,7,34,29777969.0,1
1584,15,36,32277266.0,1
9891,38,65,49411040.0,4
39687,3,114,59110163.0,4
88733,45,13,8033811.0,0
40056,23,21,12500940.0,1
77053,519,2,987771.0,0
32104,128,11,4599941.0,0
9331,11,23,8682234.0,1
95046,13,46,23966903.0,1
18292,83,8,4545074.0,0
18570,41,28,12347376.0,1
21232,161,10,8177671.0,0
49156,127,11,4710251.0,0
38064,295,5,1814616.0,0
76881,1471,1,277887.0,3
15149,86,18,9701321.0,0
2087,145,9,9791049.0,0
44938,11,30,19313639.0,1
76945,366,2,479407.0,0
42956,220,5,1514039.0,0
84955,50,7,2768278.0,0
81736,943,2,998603.0,3
17415,108,13,7079090.0,0
12339,217,5,2687510.0,0
70057,83,21,7384405.0,0
32499,310,2,609862.0,0
67555,122,5,12847097.0,0
77609,278,5,1623019.0,0
17500,548,2,335513.0,0
39087,103,10,3365300.0,0
42762,1750,1,2879479.0,3
82837,393,4,1021704.0,0
46336,445,2,528935.0,0
51978,1587,1,594314.0,3
16357,41,27,8016506.0,1
8174,330,3,824211.0,0
71814,238,6,1990879.0,0
31084,191,9,3669899.0,0
71303,205,4,900086.0,0
37674,157,8,1801465.0,0
49091,224,6,1524068.0,0
57625,98,4,1333786.0,0
89680,76,7,1951407.0,0
90894,474,4,1834353.0,0
11099,197,2,314175.0,0
64832,128,16,6070269.0,0
70740,694,1,1699924.0,0
26046,79,4,2156351.0,0
61232,177,5,5139059.0,0
9890,679,1,357084.0,0
23614,25,11,9734871.0,0
71384,24,12,3981061.0,0
60106,145,6,1457606.0,0
57089,984,1,140434.0,3
43048,366,4,2583289.0,0
59319,999,2,700625.0,3
97075,353,2,540986.0,0
79985,245,7,2411644.0,0
71802,248,7,2014626.0,0
86561,722,2,8154096.0,0
49687,189,2,1277180.0,0
83089,1611,1,206306.0,3
86764,1554,1,319033.0,3
93376,92,7,2815669.0,0
55471,2017,1,113397.0,3
47591,1449,1,485176.0,3
21136,1107,1,158953.0,3
57211,252,8,3655946.0,0
61080,193,2,1582508.0,0
85269,58,6,9541998.0,0
22464,862,1,301001.0,3
